id,cidade,numero,bairro,rua,uf
3354681927,Pastor do Sul,4,Barão Homem De Melo 2ª Seção,Largo Azevedo,MT
4907896556,Alves,40,Silveira,Praça de Viana,PA
311893076,Porto da Mata,7,São Francisco,Viaduto de Montenegro,RN
6194906249,Garcia Alegre,3,Conjunto Taquaril,Esplanada de Nascimento,PB
5184284582,Sampaio,88,Vila Da Amizade,Passarela Davi Barros,PR
8290829991,Melo,80,Mineirão,Feira Araújo,GO
9012755862,Machado,13,Comiteco,Vereda Silva,RJ
2353197864,Farias Paulista,26,Dom Silverio,Campo Vargas,MG
3041348217,Melo,41,Vila Atila De Paiva,Vale de Rios,MA
7721353485,Mendonça,79,Vila São Dimas,Vereda de Ramos,BA
7688731437,Abreu,907,Santa Helena,Lagoa de Garcia,AM
6467915443,Gonçalves,48,Alto Vera Cruz,Vereda de Camargo,TO
1961340824,Peixoto,377,Brasil Industrial,Viaduto de Sá,CE
7272583163,Pimenta,679,Barro Preto,Praça Montenegro,PE
9929719115,Vargas,57,Cdi Jatoba,Colônia de Pereira,AC
7068816581,Sousa,85,Europa,Esplanada Catarina Pimenta,RS
8550502922,Novaes das Flores,17,São Lucas,Esplanada de Rodrigues,MT
7874805317,Mendes do Galho,85,Vila Califórnia,Sítio Rios,MS
1470087447,Novais das Flores,881,Vila Copacabana,Praia de da Cunha,TO
9380643604,da Cunha de Nogueira,50,Caiçara - Adelaide,Núcleo Novais,AL
934393695,Pimenta da Mata,21,Nossa Senhora Do Rosário,Vereda Aragão,RJ
3060687867,Ferreira,47,Pongelupe,Largo Viana,PR
1185085811,Araújo de Sousa,7,Xangri-Lá,Viaduto Moraes,SC
9925979707,da Cunha da Serra,7,Mantiqueira,Trecho Sara Moreira,MA
7041287015,Viana de Carvalho,18,Nova Granada,Lagoa de Abreu,AM
4050462629,Costela do Oeste,4,Sagrada Família,Sítio Azevedo,MS
4091664612,Souza de Minas,634,Tres Marias,Favela de Andrade,RN
6773731775,da Cruz da Prata,355,Tupi B,Área Vargas,PA
2472639353,Siqueira,82,Conjunto Serra Verde,Sítio de Sales,AC
5960101938,Rodrigues,39,Confisco,Jardim Laís Montenegro,BA
5035058125,Camargo de Souza,33,Inconfidência,Trevo de Pinto,PI
151617789,Casa Grande,16,Itapoa,Quadra Eloah Rezende,MA
9657020927,Ferreira,769,Vale Do Jatoba,Lago Viana,GO
2525102350,Jesus,10,Vila Nova Paraíso,Feira de Lima,PA
6922941849,da Mota,1,Novo Santa Cecilia,Setor Clara Casa Grande,MG
6399570326,Silva,2,Camponesa 2ª Seção,Colônia Almeida,SE
5111450926,Guerra de Viana,93,Canaa,Passarela Larissa Campos,PA
3956036835,Albuquerque,1,Pedreira Padro Lopes,Vila de Duarte,RJ
1338079416,Fernandes,90,Novo Das Industrias,Largo de Garcia,RO
9839636671,Nogueira,11,Floresta,Rodovia de Pereira,BA
7017328093,Costa,799,Comiteco,Largo de Fonseca,PA
6230910253,Silveira,56,Diamante,Ladeira Souza,MG
6435261439,Pinto das Pedras,1,Vila São Rafael,Trecho Camargo,RR
9524129384,Sales,299,Vila Antena,Distrito Carvalho,RS
7718745917,Gomes,35,Comiteco,Travessa de Fonseca,PB
1068461193,Fonseca,34,Unidas,Via de Novaes,RN
3224699713,Guerra da Praia,614,Parque São Pedro,Estação Marcelo Pacheco,MS
2511100202,Moraes,18,Monte São José,Lagoa de Teixeira,SC
8580723449,Montenegro das Pedras,44,Boa União 1ª Seção,Campo Maria Isis Nunes,TO
2934255727,Farias,20,Cdi Jatoba,Vale Maria Júlia Mendes,SE
264113017,Barbosa de Goiás,643,Vila Copasa,Residencial Rios,BA
46429040,Jesus de Minas,997,Horto Florestal,Rodovia de Fernandes,SE
3828487927,Cavalcante da Praia,89,Jardim Atlântico,Viela de Carvalho,AP
5528792106,Novais,7,São Bento,Estação de Gomes,PB
1958556646,Souza Alegre,433,Delta,Favela Campos,SC
6238564285,da Paz da Prata,92,Juliana,Lagoa Asafe Ferreira,PE
9465756875,da Paz da Serra,22,Centro,Ladeira Brito,PR
6888925736,Oliveira,59,Aguas Claras,Esplanada Aragão,BA
6531261184,Oliveira de Goiás,9,Nossa Senhora Aparecida,Ladeira Rodrigues,AL
678603225,Rodrigues,28,Vila Novo São Lucas,Rodovia Sá,CE
2878776987,Novais,70,Oeste,Via Valentina Pires,ES
8543083920,Barros,1,Garças,Praia de Leão,SP
5811476431,Aragão de Minas,50,Vila Havaí,Vereda Arthur Gabriel Nogueira,AP
5287035169,Cunha,4,Santo Antônio,Avenida Maria Clara Almeida,TO
5192416807,Andrade,24,Cônego Pinheiro 2ª Seção,Distrito Enzo da Paz,GO
9195619233,Santos,415,Vila Santo Antônio,Residencial de Peixoto,SC
5291997949,Barros da Praia,947,Conjunto Capitão Eduardo,Sítio Daniel Mendes,AP
5657436173,Gonçalves da Serra,5,Providencia,Trevo Vinicius Duarte,AP
1184199412,da Mata,47,São Paulo,Vale Aragão,MT
6257492551,Carvalho,7,Vila Real 2ª Seção,Quadra Lucca da Rosa,RR
1742712159,Nascimento de Moraes,33,Granja De Freitas,Estrada Brayan Pimenta,SC
8718065724,Souza,83,Cônego Pinheiro 2ª Seção,Vereda de Fonseca,RR
8325863974,Montenegro,3,Vila Nova Gameleira 1ª Seção,Pátio da Rocha,BA
3344854123,Ferreira,459,Vila Formosa,Morro Barros,RN
7514210418,Melo do Oeste,16,Engenho Nogueira,Fazenda Lavínia Moura,AL
6219427214,Fernandes,18,São Salvador,Residencial Rocha,SC
3237035408,Câmara,76,Guaratã,Trecho de Porto,ES
2548115376,Freitas do Amparo,64,Vila Nova Gameleira 2ª Seção,Campo de Jesus,CE
2520522584,Sales,78,São Damião,Esplanada Fernandes,RJ
4882783137,Marques das Pedras,97,Virgínia,Praia de Brito,SP
3464317923,da Luz,66,Pompéia,Estrada Antônio Rezende,MG
8442925241,da Cunha,6,Flavio De Oliveira,Aeroporto Farias,GO
7861544192,Cirino,9,Jardim Alvorada,Lagoa Azevedo,PE
8342621597,Vasconcelos de Mendonça,4,Brasil Industrial,Vereda de Nogueira,PB
7718168704,Casa Grande,15,Califórnia,Pátio Arthur Miguel da Luz,SC
2922668693,Nogueira,92,Leticia,Via Evelyn Correia,AM
3432388989,Aparecida,35,Trevo,Lagoa de Lima,PI
5195907756,Viana das Pedras,8,Floresta,Lagoa de Camargo,PI
1821781745,Costela do Sul,51,Nossa Senhora Aparecida,Rodovia de Barros,RS
1206823374,Pacheco do Amparo,19,Minas Caixa,Trevo Hadassa Teixeira,SC
3152905001,Peixoto de Teixeira,25,Bonsucesso,Avenida de das Neves,BA
5979405205,Porto do Galho,83,Conjunto Taquaril,Largo Sousa,AM
5238875836,das Neves,15,Pantanal,Vila Camargo,AM
4364582763,Novais,149,Vista Alegre,Estação de Moreira,AL
1274372995,Borges,6,Vila Paquetá,Sítio Mendes,PR
3989027880,Rocha Alegre,71,Maria Tereza,Via da Costa,MS
1130542760,da Conceição,6,Carlos Prates,Distrito Ana Lívia da Conceição,MG
653950584,Rocha,87,Nazare,Pátio Barbosa,TO
6796510389,Silva,4,Serrano,Lago de Duarte,DF
3429670283,Araújo das Pedras,25,Solar Do Barreiro,Conjunto Kaique Almeida,PA
7359010974,Pinto,69,São Marcos,Sítio Viana,PI
444541672,Freitas,2,Buritis,Loteamento Manuella da Luz,CE
7442890746,da Mota,83,Vila Nova Gameleira 1ª Seção,Parque Azevedo,MG
913282339,Cunha,199,Paraíso,Núcleo Cirino,PR
8810888262,Sousa Verde,85,Minaslandia,Rodovia Maria Vitória Brito,AL
2972452620,Costela,457,Floramar,Vale de Rios,SC
106714189,Castro das Flores,1,Vila União,Campo de Porto,SP
1923613921,Guerra de Câmara,84,Vila Batik,Colônia Fogaça,BA
7335829817,Pinto de Novais,84,Vila Santo Antônio Barroquinha,Praça de Fonseca,PR
6332472571,Rocha,33,Mariano De Abreu,Estrada Almeida,SC
834063408,Costela,598,Ademar Maldonado,Trecho Brito,RR
3666814166,Montenegro,9,Vila Madre Gertrudes 2ª Seção,Trecho Laís Moreira,AP
463711235,Gonçalves de Minas,44,Santana Do Cafezal,Distrito Stella Silva,BA
7027066442,Borges,1,Vila Nova Gameleira 1ª Seção,Lago Nicolas da Mota,RR
8895875974,Montenegro do Sul,24,Heliopolis,Área Rezende,SE
7275596668,da Cunha das Pedras,62,Trevo,Colônia Oliveira,BA
9744006859,Rios de Aragão,803,Barão Homem De Melo 2ª Seção,Loteamento Garcia,MG
9310064812,Novais Verde,5,Vista Do Sol,Rodovia de Novais,TO
2070636721,Machado de Moraes,21,Savassi,Vale Carvalho,TO
7076411131,Rodrigues,52,Vila Nova Cachoeirinha 3ª Seção,Estação Arthur Campos,DF
9158029984,Leão Alegre,24,Vila Nova Gameleira 2ª Seção,Parque Barros,AM
8236267604,Montenegro de Cassiano,33,Vila De Sá,Vila de Vargas,MS
4762627665,da Paz dos Dourados,76,Novo Glória,Alameda da Costa,RJ
9678247404,Alves,21,Cônego Pinheiro 2ª Seção,Morro de Camargo,RO
5998052031,Cassiano,57,Solimoes,Rodovia de Alves,PR
995433488,Casa Grande de Vieira,32,Outro,Via Teixeira,MT
4342018207,Peixoto das Pedras,668,São Luiz,Praia Anthony Gabriel Campos,AM
1635073539,Lima,78,Vila Nova Paraíso,Trecho Pereira,SP
7175069620,Marques de Borges,10,Jardim Felicidade,Sítio Vargas,GO
61760272,Rodrigues,13,Ápia,Pátio de Moura,MS
4713865469,Macedo,73,Satelite,Favela de Casa Grande,SC
3203061306,Costela Grande,75,Dom Silverio,Residencial Isis Nogueira,MA
5930113835,Pereira,12,Santa Monica,Rua Araújo,RS
3131880176,Rios,55,Vila Pinho,Colônia Yago da Conceição,SP
874388009,Araújo das Pedras,7,Vila Boa Vista,Travessa Anna Liz Mendes,TO
8185396168,Caldeira,84,Vila Batik,Avenida Henry Gabriel da Luz,MS
6102143529,Lopes,65,Cenaculo,Viela de da Paz,MT
9177921666,Souza do Sul,66,Eymard,Vereda de Pimenta,RO
6003758081,Pastor,47,Carmo,Ladeira de Fernandes,MS
8911901648,Câmara,48,Aeroporto,Aeroporto de Aparecida,GO
9943450886,Cirino de Barbosa,81,Olaria,Núcleo Almeida,RO
8630818861,Correia Alegre,37,Vila Ouro Minas,Lagoa Maria Fernanda Mendes,AM
9037468883,Vasconcelos do Sul,82,Conjunto Califórnia I,Sítio Guerra,GO
7737045833,Vasconcelos do Sul,44,Castanheira,Lago Erick Marques,PI
1801133053,da Costa dos Dourados,287,Maria Helena,Praça de da Mata,SE
8948902664,Novaes,6,Conjunto Califórnia I,Esplanada de Borges,AL
3057342504,Guerra Verde,97,Canaa,Lagoa de Cardoso,PR
7002542084,Melo,100,Nova Floresta,Distrito de Dias,RO
2613637535,Macedo de Marques,9,Santa Amelia,Lagoa Oliveira,RN
6379096231,Sales,67,Vila Jardim Leblon,Viaduto Garcia,PE
7931709955,Jesus,684,Itatiaia,Vila de Fogaça,AP
9820219111,Marques,990,Vila Puc,Rodovia Augusto Ribeiro,CE
7123936683,Campos,35,Santa Rosa,Lago Pietra Teixeira,MA
3690225863,da Rocha de Alves,52,Nossa Senhora Da Aparecida,Trevo Vieira,AP
6785390503,Jesus,35,Taquaril,Trecho de Abreu,PA
1714808478,Ramos,72,Braúnas,Vila Câmara,PA
8043279896,Novais do Galho,33,Boa União 2ª Seção,Recanto Barbosa,BA
5702765787,Barbosa,10,São Gonçalo,Residencial de Rios,SC
3939608936,Casa Grande,290,Bandeirantes,Vale Bento Sampaio,DF
7890365729,Freitas do Campo,72,Dom Silverio,Lagoa Novaes,PB
3741687012,da Costa,431,Tiradentes,Colônia Maria Liz Souza,ES
9708562696,Teixeira,678,Vila Dos Anjos,Fazenda de Alves,MT
3108087317,Gonçalves,8,Planalto,Estação de da Conceição,TO
59529252,Mendonça de da Mata,771,Alípio De Melo,Loteamento Rael Peixoto,PR
1530924095,Teixeira de Minas,47,Nova America,Fazenda de da Cunha,MG
3867066452,Pires da Mata,13,Vila Sesc,Quadra Cunha,RN
5784522703,Camargo,3,Vila União,Esplanada Ramos,RO
7831808381,Peixoto do Amparo,56,Capitão Eduardo,Residencial Barros,SE
6798822773,Carvalho de Rodrigues,72,Pongelupe,Quadra Anthony Porto,PI
8163125421,Câmara,29,Estoril,Avenida de Pires,CE
8423199110,Albuquerque,40,Jaraguá,Condomínio de Sousa,RS
9520948282,Mendonça,19,Jatobá,Parque Oliveira,ES
6074075011,Alves,427,Olaria,Jardim Felipe Porto,PI
8740194943,Novais da Serra,33,São Luiz,Vale Maria Helena Viana,BA
5853795784,Caldeira,38,Vila Rica,Residencial de Câmara,PR
6360965493,Porto Alegre,69,Grajaú,Praia Freitas,PB
2142519450,Barros Grande,35,Barro Preto,Aeroporto Pedro Miguel Nunes,MS
8880097663,das Neves,668,Lajedo,Pátio Ramos,SC
8762363778,da Paz da Mata,72,Vila Jardim Alvorada,Ladeira Mendonça,RR
7648752722,Araújo,55,Aparecida,Ladeira Gonçalves,SC
9818710077,Gomes Verde,27,Outro,Praça de da Mota,PI
6142896626,Vasconcelos de da Mata,3,Candelaria,Vale Daniela Caldeira,ES
8389861654,Freitas,90,Bom Jesus,Quadra Natália Garcia,AC
6539903784,Lima de Viana,75,Barroca,Rua Machado,PI
4893625413,Oliveira de da Cunha,47,Mirante,Passarela da Cunha,MA
1322843032,Silva,37,Beira Linha,Vereda de Pinto,CE
2483223009,Cavalcanti,39,Nossa Senhora Aparecida,Vale de da Mota,PE
5925266663,Teixeira de Pinto,63,Caiçara - Adelaide,Pátio de da Cruz,RO
5866283712,Cavalcanti de Minas,4,Minas Brasil,Feira Araújo,ES
8820200162,Peixoto,862,João Alfredo,Distrito Juliana Fernandes,SP
914972584,Macedo,46,Ipe,Jardim Sá,SE
6630780854,Rezende,401,Vale Do Jatoba,Lagoa Correia,PB
8426926667,Almeida,67,Carlos Prates,Quadra Moreira,AL
226374048,Azevedo,18,São Damião,Largo Sophie Ferreira,RN
398391534,Fernandes do Oeste,56,Colégio Batista,Rodovia Emanuel Moura,TO
1860111588,Nascimento Grande,522,Atila De Paiva,Esplanada Souza,MT
5505314223,Moraes,535,Buritis,Feira Ana Clara Barros,PR
7361837206,Fonseca,43,Vila Coqueiral,Fazenda da Paz,GO
2161521483,Gonçalves das Flores,6,Vila Havaí,Rodovia de da Cruz,BA
5812651634,Borges,987,São Francisco Das Chagas,Setor de Rezende,PA
2858623753,Moraes,25,Santa Margarida,Fazenda de Montenegro,PE
9922033284,Nascimento Grande,6,Vera Cruz,Jardim Helena Cunha,SE
6031237982,Gomes,28,Maria Virgínia,Loteamento Rios,SC
4748016212,Moura de Goiás,1,Baleia,Vila de Barbosa,DF
7953408359,Abreu de Pires,339,São Lucas,Vale Levi Moreira,MG
9908620672,Oliveira,69,Novo Santa Cecilia,Residencial de Cunha,SE
2013544291,Gomes do Oeste,4,Vila Da Ária,Condomínio Ana Luiza Barbosa,MS
1104777531,Pastor,419,Vila Madre Gertrudes 4ª Seção,Morro Mendonça,TO
6633296381,Barros,80,São Tomaz,Aeroporto Costela,PB
7293191095,Almeida Alegre,36,Vila São Paulo,Praia de da Cruz,SE
6601148955,Mendes,33,Santa Terezinha,Travessa de Cunha,ES
113330656,da Cunha,82,Vila Coqueiral,Viela Farias,PB
2245842154,Porto do Sul,506,São Jorge 2ª Seção,Residencial de da Luz,MT
480661183,da Cruz de Porto,14,Savassi,Praia de Araújo,PE
6324220803,Pimenta do Amparo,28,Vila Das Oliveiras,Feira de Rios,AC
3861607531,Cavalcante do Galho,9,Mangueiras,Praça Ágatha Siqueira,BA
3029038086,Souza do Norte,58,Alpes,Feira de Sampaio,MS
7316048605,da Mota,372,Guarani,Pátio Araújo,ES
3419719303,Gomes de Guerra,12,Xodo-Marize,Residencial Lima,MG
3876311672,Castro,827,Vila Suzana Segunda Seção,Campo Dias,BA
8705191460,Andrade Alegre,85,Campo Alegre,Via Andrade,MS
2527794934,Oliveira do Sul,49,Goiania,Pátio de da Cunha,PE
9300696524,Pimenta de da Conceição,40,Vila Suzana Primeira Seção,Chácara Diogo Vargas,RO
4405947601,Cassiano,3,Jardim Montanhês,Avenida de Macedo,TO
9200422754,da Mota,2,Gameleira,Sítio Maria Liz da Cunha,AM
8878968422,da Rocha,117,Bandeirantes,Aeroporto Luísa da Rosa,AP
6861585329,Camargo,383,Baleia,Esplanada de Montenegro,DF
3927925846,Pimenta de Duarte,99,Comiteco,Praia Gabriela Barros,MG
9918867731,Moura,12,São Salvador,Distrito Rafaela Jesus,AL
6954664725,Vargas da Praia,806,Lorena,Lago de Fogaça,SC
8182044013,Araújo das Flores,39,Conjunto Lagoa,Avenida Cavalcante,DF
9373512463,da Paz das Flores,65,Etelvina Carneiro,Aeroporto de Araújo,AC
8907099183,Silveira do Norte,13,Novo Das Industrias,Campo de Albuquerque,RO
6385011170,Vasconcelos da Praia,89,Nova Floresta,Condomínio Martins,SE
1868409067,Costela Paulista,49,Acaiaca,Distrito Lorenzo Ferreira,PA
9811204619,Carvalho de Campos,9,Vitoria Da Conquista,Esplanada Ana Luiza Pinto,MA
5389095935,Gonçalves da Prata,78,Serra,Lago Marcos Vinicius Vasconcelos,RJ
4116101352,Fonseca,62,Camponesa 2ª Seção,Esplanada de das Neves,RS
192836106,Cardoso do Amparo,6,São Paulo,Recanto Araújo,MT
8574135342,Moura,74,São Vicente,Núcleo João Lopes,RR
9939545383,Silveira Paulista,37,Maria Tereza,Ladeira Aylla Correia,AL
4734917842,Alves,52,Caiçaras,Setor Moreira,RS
6851842050,Fogaça,684,Cardoso,Chácara de Pacheco,SE
8749961981,Jesus,73,Prado,Pátio de Porto,MA
1699486719,Casa Grande da Prata,780,Floramar,Fazenda Rael Sá,MA
3409595473,Araújo,356,Conjunto Serra Verde,Residencial de das Neves,ES
5656847333,Cardoso de Gomes,91,Vila Nova Cachoeirinha 2ª Seção,Via Pedro Miguel Jesus,TO
1870341046,Abreu,7,Vista Do Sol,Aeroporto Gomes,MS
2554820268,Pinto da Praia,36,Itaipu,Sítio de Silva,DF
9488863411,Moraes da Praia,52,Canaa,Passarela de Porto,RJ
3539409869,Fernandes,99,Universo,Aeroporto Aurora Andrade,RS
952637708,Castro de da Mota,338,Rio Branco,Colônia Correia,RN
6968251860,Marques das Pedras,883,União,Lagoa Cauê da Conceição,DF
7889267567,da Rocha do Amparo,8,Paraíso,Estação de Sousa,SC
6428580442,Machado,54,Barão Homem De Melo 1ª Seção,Sítio Aparecida,AC
6527033243,Rocha,385,Santana Do Cafezal,Quadra Alícia Costa,TO
8697208553,Moura,388,Beira Linha,Lagoa de Mendes,PE
2165544977,Câmara,331,Serra Verde,Vila Davi Miguel Castro,SC
2517579430,Aragão,31,Novo Santa Cecilia,Morro da Cruz,CE
1917072170,Abreu,1,Vila São Paulo,Estação de Pastor,RO
8557329215,Rezende do Amparo,941,Conjunto Floramar,Estrada Erick Araújo,PA
7677687103,Marques,653,Parque São José,Estação de Ferreira,MT
5021917312,Câmara do Oeste,62,Granja De Freitas,Parque da Paz,AL
4772562733,Nascimento,72,São Tomaz,Rodovia Oliveira,DF
8426505026,Souza,6,Itapoa,Esplanada Fonseca,PE
1472351962,Macedo,604,Vila São João Batista,Colônia Melina Peixoto,DF
893783383,Souza de Sousa,69,Vila Minaslandia,Via de Sampaio,RN
932028654,Martins de Nascimento,83,São Pedro,Esplanada Rhavi Sá,SE
7060247788,Novaes,370,Providencia,Núcleo de Campos,RN
7165337161,Aragão,65,Vila Coqueiral,Residencial Sousa,CE
6160942153,Cassiano do Oeste,62,Cônego Pinheiro 1ª Seção,Estação Heitor Guerra,TO
886034755,Moreira,438,Vila Da Paz,Setor Allana Vasconcelos,SC
4912964174,Alves da Mata,69,Marmiteiros,Quadra Brenda Macedo,PI
6938505461,da Conceição da Serra,33,Universitário,Vereda de da Cunha,RO
1239947267,Vargas da Mata,43,Parque São Pedro,Parque Almeida,PI
9604117233,Cirino de da Rocha,8,Coqueiros,Setor Pietra Teixeira,PR
5398736562,Nunes,73,Santa Rita,Pátio Sousa,PR
6936142121,Garcia,16,Padre Eustáquio,Passarela de Oliveira,SC
6904709291,Vasconcelos do Amparo,65,Grota,Esplanada da Rosa,MA
1362563188,Andrade de Casa Grande,67,São Sebastião,Passarela Alana Souza,GO
3845883303,Marques das Flores,69,Estoril,Largo Gonçalves,RJ
7582512415,Casa Grande Grande,284,Centro,Lagoa Nathan Pastor,PA
6366704822,Moura de Pacheco,12,Vila Canto Do Sabiá,Praça de da Costa,AM
8408029258,Sá de Albuquerque,7,Pedreira Padro Lopes,Recanto de Castro,RN
3585043007,Oliveira,5,Graça,Rodovia de Fonseca,SP
2172412377,Brito de Costela,48,Vila Betânia,Estação Andrade,MG
1545120010,Lima,8,Grotinha,Núcleo das Neves,PI
7869366182,Melo Grande,44,Flavio Marques Lisboa,Pátio de Peixoto,MG
3892711690,Martins,32,São Vicente,Chácara Danilo Aragão,BA
57088901,Sampaio Grande,73,Buraco Quente,Rodovia de Garcia,MG
5669674353,Correia,4,Leonina,Vereda Araújo,ES
8618463873,Fogaça Alegre,57,Horto Florestal,Travessa Sarah Porto,SE
103792819,Sá das Flores,41,Teixeira Dias,Distrito de Rezende,SP
8782549993,Cavalcante de Goiás,85,Mangabeiras,Conjunto Rafael Marques,AC
942746040,Lopes de Freitas,12,Marmiteiros,Setor Sophia Novaes,PI
6929879562,Macedo,9,Boa Viagem,Passarela Natália Sales,MS
7957694660,da Rocha do Sul,64,Ademar Maldonado,Vereda Sabrina Costela,PE
3953545128,Sales,68,Vila Sesc,Condomínio Moreira,MS
6303427622,Barros Paulista,2,Vila Engenho Nogueira,Alameda Barbosa,RJ
7757266554,Sousa,27,São Geraldo,Praia de Viana,RJ
8711278753,Rodrigues de Vieira,873,Bonfim,Viaduto Mariah Ramos,PA
6424283532,Pimenta,814,Trevo,Alameda de Vargas,MT
1623462470,Sousa,75,Barroca,Campo Emanuella Moreira,DF
8880980473,Almeida,6,Estrela,Campo de Barros,MS
1364370640,Martins,79,Tirol,Parque Araújo,AL
4952572119,Mendes Paulista,3,Ápia,Travessa Gael Henrique Freitas,SP
7398546678,Barbosa,583,Olaria,Pátio Carolina Porto,RS
11627345,da Rosa das Pedras,831,Indaiá,Condomínio Mendes,RN
9036615631,Castro,54,Céu Azul,Esplanada Alícia Viana,AC
4584237861,Barbosa,72,Conjunto Minas Caixa,Viela de Rezende,RJ
7051673512,Souza,701,Conjunto Jatoba,Favela da Luz,AL
2531739295,Pimenta,87,Jardim América,Pátio Campos,PA
572042811,Moura de Moraes,7,Campo Alegre,Distrito Mariana Correia,PE
3775711828,Vargas,76,Outro,Favela Aparecida,PB
3525993410,Gomes,85,Vila Minaslandia,Ladeira de Novais,DF
8668774830,Fogaça,885,São Gabriel,Lago Lima,SC
7111358806,Jesus do Norte,31,Vila Engenho Nogueira,Residencial de Cavalcanti,RO
7316618988,Novais,69,Lagoinha Leblon,Sítio Pires,PI
5099885147,Moura de Almeida,5,Vila Boa Vista,Feira Cassiano,BA
1551177352,Sampaio,304,Guarani,Fazenda Carolina Correia,PE
6880446346,Freitas do Galho,67,Colégio Batista,Recanto de Caldeira,PI
5743796084,Sousa Alegre,455,Maria Helena,Campo Mateus Castro,PB
4393165307,Ramos do Amparo,26,Vila Da Luz,Rua de Casa Grande,PI
7100171858,Garcia,93,Pilar,Quadra Mateus Vieira,SE
7194747709,Ferreira das Pedras,49,Nova Gameleira,Praça Ayla Pacheco,ES
1334277611,Sales do Norte,12,Paquetá,Núcleo Nina Porto,SC
5436128549,Pereira das Flores,824,Comiteco,Parque Teixeira,RN
2544375417,da Rosa,72,Ambrosina,Fazenda de Leão,AC
5916065105,da Conceição,992,Nova Granada,Ladeira da Paz,GO
4474292857,Macedo,13,Vila Barragem Santa Lúcia,Vereda Montenegro,BA
3300387305,Pires,88,Ipe,Lagoa Pereira,AM
641319368,Albuquerque Grande,879,São Francisco Das Chagas,Esplanada de da Cunha,AM
1904419425,Santos,4,Cdi Jatoba,Avenida de Jesus,DF
8467677467,Borges da Prata,306,Mariquinhas,Esplanada Camila Montenegro,AL
6876823903,Guerra do Amparo,5,Graça,Praia Luiz Felipe Nunes,PR
2646612830,Sá Grande,9,Vila Minaslandia,Distrito de Santos,AM
2819573098,Ribeiro,213,Marilandia,Lagoa da Rosa,SP
4779840816,Ferreira,37,Vila Batik,Estrada de Barbosa,AL
4748633438,Lopes de Siqueira,72,Conjunto Santa Maria,Fazenda de Vieira,RJ
4461237521,Borges,9,Vila Trinta E Um De Março,Praia Josué Castro,MG
7132945381,da Mota,71,Santa Helena,Pátio Novaes,MA
8007868480,Freitas,81,Vila Aeroporto Jaraguá,Vale de Pinto,TO
9118463786,Pastor,13,São Marcos,Alameda de Leão,PA
8631899724,Almeida,66,Aparecida,Condomínio Enzo Gabriel Garcia,SC
8072880115,Pinto de Gonçalves,35,Vila Nova Cachoeirinha 1ª Seção,Jardim de Leão,DF
3749107951,Teixeira de Sousa,9,Túnel De Ibirité,Recanto Costa,PB
458876346,da Cruz de Mendonça,15,Vila Santo Antônio Barroquinha,Quadra Heloísa Alves,MA
3622205199,Araújo da Mata,9,Barão Homem De Melo 3ª Seção,Feira Lucas Gabriel Mendonça,RN
8002041808,Abreu do Campo,94,Gameleira,Jardim Casa Grande,AL
641947279,Ramos,77,Capitão Eduardo,Colônia Alícia Novais,MS
8893368223,Fonseca,1,Vila São Gabriel Jacui,Vereda Lorenzo Macedo,AC
3447219126,da Mota,6,Leonina,Rodovia Daniela Vargas,RO
5286838726,Aparecida,92,Manacas,Trecho Rocha,MG
2812907731,Barbosa Grande,64,Santa Helena,Ladeira Maria Eduarda Monteiro,GO
3385183896,Oliveira,16,Santa Cecilia,Residencial de Alves,ES
4918206798,Jesus Verde,11,Guarani,Passarela de Almeida,SE
4248773194,Oliveira,754,Xodo-Marize,Lagoa Agatha Mendonça,CE
6719357254,Sousa da Praia,15,Vila Da Ária,Travessa Barbosa,AL
4119949814,Nunes da Praia,33,Engenho Nogueira,Estação de Moura,TO
4314592950,Cavalcanti,636,Xodo-Marize,Vereda de Novais,CE
4204538468,Costela,43,Floramar,Esplanada de Moraes,GO
6094017398,Gonçalves,15,Tiradentes,Jardim de Barbosa,PB
2802539331,Nogueira da Mata,92,Fazendinha,Lagoa Siqueira,MS
7877674643,Siqueira das Flores,8,Conjunto Minas Caixa,Condomínio de Monteiro,PI
2074619671,Alves de Barbosa,53,Vila Formosa,Vila de Melo,MT
8756766529,da Rosa,56,Vila Petropolis,Aeroporto de Brito,MG
7914118542,Porto,11,Alto Das Antenas,Feira Olívia Almeida,SC
2903935507,Sá,4,Grota,Morro Sara Teixeira,AL
9324555774,Rocha de Minas,64,Grotinha,Praça de Nascimento,CE
8857871428,Souza,261,Vila Pilar,Estação Pimenta,PB
6061703172,Moraes de Novais,24,Santo Antônio,Esplanada Rafael Sá,RO
2369743761,Pastor,55,Floramar,Sítio Alves,RR
7349745758,Leão,938,Trevo,Estação Rios,SC
2248498170,Melo da Praia,144,Vila Mangueiras,Área Rafaela Alves,SP
8699033658,Freitas de Goiás,28,Caiçara - Adelaide,Condomínio Borges,RJ
6273379563,Souza Grande,51,Barão Homem De Melo 1ª Seção,Sítio de Nascimento,RN
1798787199,Albuquerque de Silva,98,Vila Canto Do Sabiá,Colônia Thomas Azevedo,MT
6896105089,Mendes de Minas,30,São Luiz,Quadra de Alves,MS
7050120799,Araújo,81,Guaratã,Fazenda Vitor Ribeiro,SP
3826951486,Souza de Minas,36,Carmo,Rodovia Vitória Rios,SE
1077747344,Guerra do Campo,891,São Damião,Viaduto de da Luz,PE
456781938,Aragão do Norte,79,Horto,Quadra Bella Cardoso,RJ
