id,nome,sobrenome,email,data_admissao,cargo
80270.0,Kevin Cavalcante,Neves,cavalcanteneves@nomeEmpresa.com,2020-03-12,Vendedor Interno
80271.0,Beatriz Rezende,Moreira,rezendemoreira@nomeEmpresa.com,2006-02-03,Telemarketing
80272.0,Clara Moura,Macedo,claramacedo@nomeEmpresa.com,2010-11-09,Telemarketing
80273.0,Pietra Melo,Pacheco,melopacheco@nomeEmpresa.com,2022-12-17,Telemarketing
80274.0,Brayan Novais,Cruz,novaiscruz@nomeEmpresa.com,2014-09-07,Telemarketing
80275.0,Felipe Pires,Sá,piressa@nomeEmpresa.com,2005-11-22,Vendedor Interno
80276.0,Jade Pastor,Moura,pastormoura@nomeEmpresa.com,2015-12-22,Telemarketing
80277.0,da Luz,Cassiano,dacassiano@nomeEmpresa.com,2022-03-09,Vendedor Interno
80278.0,Sara Azevedo,Siqueira,azevedosiqueira@nomeEmpresa.com,2007-03-14,Vendedor Interno
80279.0,Hellena Rezende,Gonçalves,rezendegoncalves@nomeEmpresa.com,2022-07-27,Vendedor Interno
80280.0,Benício Cirino,Monteiro,cirinomonteiro@nomeEmpresa.com,2009-01-03,Vendedor Interno
80281.0,Isaque Pereira,Alves,pereiraalves@nomeEmpresa.com,2009-10-21,Telemarketing
80282.0,João Albuquerque,Carvalho,joaocarvalho@nomeEmpresa.com,2015-02-14,Telemarketing
80283.0,Antony Correia,Peixoto,antonypeixoto@nomeEmpresa.com,2008-11-23,Vendedor Interno
80284.0,Ana Julia,Câmara,anacamara@nomeEmpresa.com,2013-10-07,Promotor de Vendas
80285.0,da Cruz,Campos,dacampos@nomeEmpresa.com,2017-05-30,Vendedor Interno
80286.0,Heitor Marques,Borges,marquesborges@nomeEmpresa.com,2005-02-28,Telemarketing
80287.0,Augusto Silveira,Sousa,silveirasousa@nomeEmpresa.com,2006-11-05,Telemarketing
80288.0,Laura Freitas,Barbosa,freitasbarbosa@nomeEmpresa.com,2016-06-28,Telemarketing
80289.0,Gustavo Garcia,Abreu,gustavoabreu@nomeEmpresa.com,2006-10-14,Vendedor Interno
80290.0,Gabriela Martins,Costela,martinscostela@nomeEmpresa.com,2011-07-25,Vendedor Interno
80291.0,Helena Jesus,Carvalho,jesuscarvalho@nomeEmpresa.com,2008-09-02,Vendedor Interno
80292.0,Stella Ramos,Cunha,ramoscunha@nomeEmpresa.com,2020-05-01,Vendedor Interno
80293.0,Ana Liz,Rezende,anarezende@nomeEmpresa.com,2014-05-09,Vendedor Interno
80294.0,da Luz,Leão,daleao@nomeEmpresa.com,2011-05-10,Promotor de Vendas
80295.0,Fernando Gomes,Barbosa,gomesbarbosa@nomeEmpresa.com,2019-03-24,Vendedor Interno
80296.0,João Miguel,Albuquerque,joaoalbuquerque@nomeEmpresa.com,2004-07-21,Vendedor Interno
80297.0,Nathan Sousa,Cassiano,sousacassiano@nomeEmpresa.com,2017-10-16,Vendedor Externo
80298.0,Liz Leão,Alves,lizalves@nomeEmpresa.com,2024-09-19,Telemarketing
80299.0,Sofia Aragão,Vieira,aragaovieira@nomeEmpresa.com,2014-02-24,Telemarketing
80300.0,da Conceição,Mendes,damendes@nomeEmpresa.com,2010-06-05,Vendedor Externo
80301.0,Alexandre Lopes,Camargo,alexandrecamargo@nomeEmpresa.com,2021-12-21,Vendedor Interno
80302.0,Lucas Garcia,Costa,lucascosta@nomeEmpresa.com,2007-03-09,Vendedor Interno
80303.0,Isadora Albuquerque,Rodrigues,isadorarodrigues@nomeEmpresa.com,2007-11-24,Vendedor Interno
80304.0,Emanuel Sales,Ribeiro,emanuelribeiro@nomeEmpresa.com,2021-01-29,Vendedor Interno
80305.0,José Pastor,Guerra,pastorguerra@nomeEmpresa.com,2007-11-13,Telemarketing
80306.0,Léo Sampaio,Pastor,leopastor@nomeEmpresa.com,2014-06-11,Vendedor Externo
80307.0,Lívia Aparecida,Cruz,aparecidacruz@nomeEmpresa.com,2024-01-08,Telemarketing
80308.0,Luiz Fernando,Teixeira,luizteixeira@nomeEmpresa.com,2004-07-31,Vendedor Externo
80309.0,Julia Abreu,Moreira,juliamoreira@nomeEmpresa.com,2015-12-23,Telemarketing
80310.0,Gustavo Albuquerque,Sales,gustavosales@nomeEmpresa.com,2005-12-18,Vendedor Interno
80311.0,Júlia Albuquerque,Montenegro,juliamontenegro@nomeEmpresa.com,2007-08-25,Vendedor Externo
80312.0,Yago Mendes,Cirino,mendescirino@nomeEmpresa.com,2024-01-15,Vendedor Interno
80313.0,Francisco Fonseca,Borges,fonsecaborges@nomeEmpresa.com,2022-03-26,Vendedor Interno
80314.0,Sophia Novais,Rocha,sophiarocha@nomeEmpresa.com,2011-03-17,Telemarketing
80315.0,Arthur Carvalho,Mota,carvalhomota@nomeEmpresa.com,2006-03-10,Vendedor Interno
80316.0,Benicio Costa,Guerra,costaguerra@nomeEmpresa.com,2007-12-13,Vendedor Interno
80317.0,Thiago Mendes,Moura,thiagomoura@nomeEmpresa.com,2009-07-03,Telemarketing
80318.0,Lívia Rios,Nogueira,livianogueira@nomeEmpresa.com,2017-11-12,Vendedor Externo
80319.0,Lucas Sampaio,Moreira,lucasmoreira@nomeEmpresa.com,2024-02-12,Vendedor Externo
80320.0,Lucca Mendonça,Machado,luccamachado@nomeEmpresa.com,2010-01-03,Telemarketing
80321.0,da Cruz,Cunha,dacunha@nomeEmpresa.com,2021-03-23,Telemarketing
80322.0,Hadassa Moraes,Novaes,hadassanovaes@nomeEmpresa.com,2020-04-06,Vendedor Externo
80323.0,Theodoro Machado,Pacheco,machadopacheco@nomeEmpresa.com,2024-09-18,Promotor de Vendas
80324.0,Maria Pimenta,Barbosa,pimentabarbosa@nomeEmpresa.com,2008-02-15,Telemarketing
80325.0,Ana Aparecida,Rocha,aparecidarocha@nomeEmpresa.com,2012-01-14,Vendedor Interno
80326.0,Alice Moreira,Vieira,alicevieira@nomeEmpresa.com,2011-02-22,Telemarketing
80327.0,Bella Martins,Silveira,martinssilveira@nomeEmpresa.com,2024-04-19,Telemarketing
80328.0,Henry Aparecida,Silveira,aparecidasilveira@nomeEmpresa.com,2021-02-08,Telemarketing
80329.0,Brayan Vargas,Viana,vargasviana@nomeEmpresa.com,2007-11-23,Vendedor Externo
80330.0,Emilly Ferreira,Rios,ferreirarios@nomeEmpresa.com,2022-11-21,Promotor de Vendas
80331.0,Rebeca da,Correia,rebecacorreia@nomeEmpresa.com,2009-12-17,Vendedor Interno
80332.0,Rafaela Pires,Barbosa,piresbarbosa@nomeEmpresa.com,2020-08-16,Vendedor Externo
80333.0,Cecilia Vargas,Teixeira,ceciliateixeira@nomeEmpresa.com,2016-10-17,Vendedor Interno
80334.0,Diego Nogueira,Aragão,diegoaragao@nomeEmpresa.com,2011-02-06,Telemarketing
80335.0,Cecília Macedo,Andrade,ceciliaandrade@nomeEmpresa.com,2007-11-24,Promotor de Vendas
80336.0,Liz Lopes,Aparecida,lizaparecida@nomeEmpresa.com,2024-07-17,Consultor de Vendas
80337.0,Marcelo Costa,Dias,costadias@nomeEmpresa.com,2005-03-30,Vendedor Interno
80338.0,Rafaela Peixoto,Conceição,peixotoconceicao@nomeEmpresa.com,2024-01-13,Telemarketing
80339.0,Diogo Campos,Rezende,camposrezende@nomeEmpresa.com,2007-06-17,Telemarketing
80340.0,Fernando Monteiro,Moura,fernandomoura@nomeEmpresa.com,2011-12-17,Vendedor Externo
80341.0,Isis Gonçalves,Vasconcelos,isisvasconcelos@nomeEmpresa.com,2018-06-06,Vendedor Externo
80342.0,Luiz Oliveira,Vargas,luizvargas@nomeEmpresa.com,2020-04-17,Vendedor Interno
80343.0,Kevin Cardoso,Camargo,cardosocamargo@nomeEmpresa.com,2009-12-14,Vendedor Externo
80344.0,da Luz,Cunha,dacunha@nomeEmpresa.com,2008-10-27,Vendedor Externo
80345.0,Esther Ramos,Azevedo,ramosazevedo@nomeEmpresa.com,2023-09-28,Vendedor Interno
80346.0,Alexandre Sá,Cardoso,sacardoso@nomeEmpresa.com,2016-01-18,Vendedor Interno
80347.0,Alana Ramos,Gomes,ramosgomes@nomeEmpresa.com,2010-03-03,Promotor de Vendas
80348.0,Murilo Alves,Neves,alvesneves@nomeEmpresa.com,2010-12-09,Telemarketing
80349.0,Juliana da,Machado,julianamachado@nomeEmpresa.com,2013-03-20,Consultor de Vendas
80350.0,Alícia Barros,Sá,aliciasa@nomeEmpresa.com,2019-06-03,Telemarketing
80351.0,Beatriz Martins,Farias,martinsfarias@nomeEmpresa.com,2017-12-18,Vendedor Interno
80352.0,Mirella Freitas,Cavalcante,mirellacavalcante@nomeEmpresa.com,2011-12-04,Vendedor Interno
80353.0,Emanuel Novaes,Brito,novaesbrito@nomeEmpresa.com,2013-12-07,Vendedor Interno
80354.0,Alice Montenegro,Teixeira,montenegroteixeira@nomeEmpresa.com,2004-11-26,Vendedor Externo
80355.0,Laura Siqueira,Montenegro,lauramontenegro@nomeEmpresa.com,2022-09-18,Telemarketing
80356.0,Enrico Mendes,Rocha,mendesrocha@nomeEmpresa.com,2005-03-12,Vendedor Interno
80358.0,Apollo Lopes,Moraes,lopesmoraes@nomeEmpresa.com,2023-03-05,Vendedor Interno
80359.0,Diego Garcia,Macedo,garciamacedo@nomeEmpresa.com,2015-06-01,Promotor de Vendas
80360.0,Julia Jesus,Pimenta,jesuspimenta@nomeEmpresa.com,2023-12-13,Vendedor Interno
80361.0,Hugo Sales,Costela,hugocostela@nomeEmpresa.com,2008-10-10,Vendedor Interno
80362.0,Laura Pacheco,Martins,lauramartins@nomeEmpresa.com,2009-11-04,Telemarketing
80363.0,Helena Casa,Vasconcelos,helenavasconcelos@nomeEmpresa.com,2011-04-15,Telemarketing
80364.0,Ravi Azevedo,Oliveira,azevedooliveira@nomeEmpresa.com,2004-03-19,Telemarketing
80365.0,Enrico Cassiano,Aragão,cassianoaragao@nomeEmpresa.com,2019-10-25,Telemarketing
80366.0,Aurora Martins,Leão,martinsleao@nomeEmpresa.com,2012-07-25,Vendedor Externo
80367.0,Heitor Marques,Moraes,marquesmoraes@nomeEmpresa.com,2006-09-24,Vendedor Externo
80368.0,Gabriel Ferreira,Jesus,gabrieljesus@nomeEmpresa.com,2024-10-23,Vendedor Interno
80369.0,Beatriz Novaes,Moraes,beatrizmoraes@nomeEmpresa.com,2017-09-25,Telemarketing
80370.0,Heitor Novaes,Rios,novaesrios@nomeEmpresa.com,2023-07-11,Vendedor Externo
80372.0,Maitê Azevedo,Vasconcelos,azevedovasconcelos@nomeEmpresa.com,2007-10-05,Telemarketing
80373.0,Thomas Câmara,Silveira,camarasilveira@nomeEmpresa.com,2005-01-06,Promotor de Vendas
80374.0,Henrique Porto,Fernandes,henriquefernandes@nomeEmpresa.com,2005-02-16,Telemarketing
80375.0,Manuella Novais,Pacheco,novaispacheco@nomeEmpresa.com,2020-04-28,Consultor de Vendas
80376.0,Rael Fogaça,Costa,fogacacosta@nomeEmpresa.com,2018-05-21,Vendedor Interno
80377.0,Alana Nunes,Montenegro,nunesmontenegro@nomeEmpresa.com,2008-03-14,Telemarketing
80378.0,Lívia Leão,Martins,liviamartins@nomeEmpresa.com,2010-09-18,Telemarketing
80379.0,Pedro da,Nunes,pedronunes@nomeEmpresa.com,2012-07-05,Vendedor Interno
80380.0,Vinicius Andrade,Abreu,viniciusabreu@nomeEmpresa.com,2008-05-08,Telemarketing
80381.0,Fernanda Albuquerque,Rocha,fernandarocha@nomeEmpresa.com,2013-10-30,Telemarketing
80382.0,Milena Aparecida,Martins,aparecidamartins@nomeEmpresa.com,2022-01-10,Vendedor Interno
80383.0,Vitória Garcia,Andrade,vitoriaandrade@nomeEmpresa.com,2005-04-29,Vendedor Interno
80384.0,Lucca Andrade,Vieira,andradevieira@nomeEmpresa.com,2017-01-27,Telemarketing
80385.0,Beatriz Ramos,Teixeira,beatrizteixeira@nomeEmpresa.com,2005-06-03,Vendedor Interno
80386.0,Júlia Mendonça,Freitas,mendoncafreitas@nomeEmpresa.com,2004-06-15,Telemarketing
80387.0,Laís Mendes,Lima,mendeslima@nomeEmpresa.com,2023-12-21,Vendedor Interno
80388.0,Ayla Camargo,Sá,camargosa@nomeEmpresa.com,2003-12-02,Telemarketing
80389.0,Ísis Melo,Lopes,melolopes@nomeEmpresa.com,2005-07-21,Telemarketing
80390.0,Liam Fogaça,Silva,fogacasilva@nomeEmpresa.com,2023-05-26,Vendedor Externo
80391.0,Apollo Pires,Martins,piresmartins@nomeEmpresa.com,2007-11-20,Consultor de Vendas
80392.0,Daniela Jesus,Luz,danielaluz@nomeEmpresa.com,2022-10-20,Vendedor Interno
80393.0,Clara Melo,Moraes,melomoraes@nomeEmpresa.com,2004-01-14,Vendedor Externo
80394.0,Renan Pastor,Aparecida,pastoraparecida@nomeEmpresa.com,2019-09-24,Vendedor Interno
80395.0,Vitória da,Novais,vitorianovais@nomeEmpresa.com,2014-07-04,Vendedor Interno
80396.0,Valentina Castro,Cassiano,castrocassiano@nomeEmpresa.com,2019-01-18,Telemarketing
80397.0,Matteo Siqueira,Lima,siqueiralima@nomeEmpresa.com,2008-06-16,Vendedor Interno
80398.0,Bella Andrade,Fogaça,andradefogaca@nomeEmpresa.com,2011-06-26,Telemarketing
80399.0,Alexandre Carvalho,Lima,carvalholima@nomeEmpresa.com,2010-02-15,Vendedor Interno
80400.0,Bianca Cardoso,Barbosa,cardosobarbosa@nomeEmpresa.com,2007-05-20,Vendedor Interno
80401.0,Miguel da,Castro,miguelcastro@nomeEmpresa.com,2011-08-03,Vendedor Interno
80402.0,Liam Araújo,Vasconcelos,araujovasconcelos@nomeEmpresa.com,2006-12-23,Vendedor Interno
80403.0,Bárbara da,Freitas,barbarafreitas@nomeEmpresa.com,2010-09-25,Vendedor Interno
80404.0,Maria Teixeira,Siqueira,teixeirasiqueira@nomeEmpresa.com,2008-11-16,Telemarketing
80405.0,Henrique da,Caldeira,henriquecaldeira@nomeEmpresa.com,2010-03-10,Vendedor Interno
80406.0,João Moura,Sampaio,mourasampaio@nomeEmpresa.com,2004-10-13,Vendedor Interno
80407.0,Laís Carvalho,Marques,carvalhomarques@nomeEmpresa.com,2012-04-27,Vendedor Interno
80408.0,Camila Aparecida,Costa,aparecidacosta@nomeEmpresa.com,2018-05-10,Vendedor Externo
80409.0,Luiz Lopes,Machado,luizmachado@nomeEmpresa.com,2022-11-27,Telemarketing
80410.0,Carolina Rocha,Ribeiro,carolinaribeiro@nomeEmpresa.com,2017-12-14,Consultor de Vendas
80411.0,Ana Freitas,Dias,freitasdias@nomeEmpresa.com,2019-05-26,Vendedor Interno
80412.0,Raquel Rodrigues,Sales,rodriguessales@nomeEmpresa.com,2024-11-10,Vendedor Externo
80413.0,Augusto Cirino,Novaes,cirinonovaes@nomeEmpresa.com,2022-11-10,Vendedor Externo
80414.0,Ana Julia,Monteiro,anamonteiro@nomeEmpresa.com,2005-07-27,Vendedor Interno
80415.0,Henrique Abreu,Pires,henriquepires@nomeEmpresa.com,2012-11-27,Vendedor Interno
80416.0,Marcelo Teixeira,Ramos,teixeiraramos@nomeEmpresa.com,2004-08-08,Vendedor Interno
80417.0,Aylla Martins,Costa,martinscosta@nomeEmpresa.com,2008-02-04,Telemarketing
80418.0,Brenda Mendes,Andrade,mendesandrade@nomeEmpresa.com,2020-07-27,Telemarketing
80419.0,Eduardo Montenegro,Rocha,eduardorocha@nomeEmpresa.com,2005-12-23,Vendedor Interno
80420.0,Luiza Pacheco,Rosa,luizarosa@nomeEmpresa.com,2012-07-05,Vendedor Interno
80421.0,da Mota,Pires,dapires@nomeEmpresa.com,2021-08-20,Vendedor Interno
80422.0,Eduarda Castro,Sousa,castrosousa@nomeEmpresa.com,2015-12-08,Promotor de Vendas
80423.0,Raul Cavalcanti,Barros,cavalcantibarros@nomeEmpresa.com,2014-12-29,Telemarketing
80424.0,Bernardo Cardoso,Moreira,cardosomoreira@nomeEmpresa.com,2019-10-22,Vendedor Interno
80425.0,Léo Novais,Dias,novaisdias@nomeEmpresa.com,2022-10-15,Vendedor Interno
80426.0,Clara Rezende,Rosa,clararosa@nomeEmpresa.com,2004-01-25,Telemarketing
80427.0,Murilo Castro,Neves,castroneves@nomeEmpresa.com,2022-12-11,Telemarketing
80428.0,Miguel Fogaça,Cunha,fogacacunha@nomeEmpresa.com,2006-08-15,Vendedor Interno
80429.0,Nina Leão,Costela,leaocostela@nomeEmpresa.com,2020-09-02,Vendedor Externo
80430.0,Nicole Moreira,Lima,moreiralima@nomeEmpresa.com,2019-01-05,Promotor de Vendas
80431.0,Luiza Farias,Fogaça,fariasfogaca@nomeEmpresa.com,2008-01-28,Vendedor Interno
80432.0,Heloisa Oliveira,Novais,oliveiranovais@nomeEmpresa.com,2021-03-19,Vendedor Interno
80433.0,Danilo Almeida,Vieira,danilovieira@nomeEmpresa.com,2020-10-23,Vendedor Externo
80434.0,da Mota,Pacheco,dapacheco@nomeEmpresa.com,2024-09-08,Telemarketing
80435.0,Yuri Camargo,Nogueira,camargonogueira@nomeEmpresa.com,2006-07-25,Vendedor Interno
80436.0,Valentina Pires,Siqueira,piressiqueira@nomeEmpresa.com,2008-08-03,Promotor de Vendas
80437.0,das Neves,Campos,dascampos@nomeEmpresa.com,2024-09-25,Vendedor Interno
80438.0,Laís Pastor,Pires,pastorpires@nomeEmpresa.com,2022-02-09,Telemarketing
80439.0,Henrique Novaes,Fernandes,henriquefernandes@nomeEmpresa.com,2006-05-13,Vendedor Externo
80440.0,Bruna Araújo,Novais,araujonovais@nomeEmpresa.com,2022-09-28,Vendedor Externo
80441.0,da Cruz,Cavalcante,dacavalcante@nomeEmpresa.com,2004-11-08,Telemarketing
80442.0,Theo Pereira,Paz,pereirapaz@nomeEmpresa.com,2006-12-21,Telemarketing
80443.0,Luísa Garcia,Nogueira,garcianogueira@nomeEmpresa.com,2021-08-13,Promotor de Vendas
80444.0,Marina Andrade,Pastor,marinapastor@nomeEmpresa.com,2012-07-30,Promotor de Vendas
80445.0,Valentina Rodrigues,Gomes,rodriguesgomes@nomeEmpresa.com,2011-10-21,Vendedor Interno
80446.0,Amanda Vieira,Freitas,vieirafreitas@nomeEmpresa.com,2013-01-19,Telemarketing
80447.0,Alícia Sousa,Fernandes,sousafernandes@nomeEmpresa.com,2023-05-07,Telemarketing
80448.0,Bárbara Barbosa,Camargo,barbosacamargo@nomeEmpresa.com,2023-08-14,Promotor de Vendas
80449.0,Felipe Moreira,Mata,moreiramata@nomeEmpresa.com,2012-04-24,Vendedor Externo
80450.0,Cecília Castro,Pimenta,castropimenta@nomeEmpresa.com,2023-10-31,Consultor de Vendas
80451.0,Sabrina Cardoso,Melo,sabrinamelo@nomeEmpresa.com,2006-02-27,Vendedor Externo
80452.0,Vitória Silveira,Novais,vitorianovais@nomeEmpresa.com,2008-11-18,Vendedor Externo
80453.0,Vinicius Barros,Vargas,barrosvargas@nomeEmpresa.com,2018-10-24,Telemarketing
80454.0,Gustavo Jesus,Abreu,gustavoabreu@nomeEmpresa.com,2021-05-15,Vendedor Interno
80455.0,Levi Alves,Cunha,alvescunha@nomeEmpresa.com,2006-05-28,Vendedor Externo
80456.0,Carolina Garcia,Cruz,carolinacruz@nomeEmpresa.com,2019-11-23,Vendedor Interno
80457.0,Isaac Rios,Garcia,riosgarcia@nomeEmpresa.com,2009-08-13,Promotor de Vendas
80458.0,Daniela Albuquerque,Costela,albuquerquecostela@nomeEmpresa.com,2020-11-20,Vendedor Interno
80459.0,Rafaela Ribeiro,Cassiano,ribeirocassiano@nomeEmpresa.com,2021-07-21,Telemarketing
80460.0,Gabrielly Macedo,Alves,macedoalves@nomeEmpresa.com,2024-06-08,Promotor de Vendas
80461.0,Bárbara Castro,Cirino,castrocirino@nomeEmpresa.com,2011-11-22,Promotor de Vendas
80462.0,Gabriel Ramos,Macedo,gabrielmacedo@nomeEmpresa.com,2006-01-06,Telemarketing
80463.0,Milena Porto,Araújo,portoaraujo@nomeEmpresa.com,2012-05-17,Telemarketing
80464.0,Gustavo Castro,Borges,gustavoborges@nomeEmpresa.com,2022-02-17,Consultor de Vendas
80465.0,Catarina Azevedo,Carvalho,azevedocarvalho@nomeEmpresa.com,2006-11-09,Telemarketing
80466.0,Antony Cardoso,Jesus,cardosojesus@nomeEmpresa.com,2014-10-24,Telemarketing
80467.0,Luna Carvalho,Sales,carvalhosales@nomeEmpresa.com,2013-04-13,Vendedor Interno
80468.0,Gabriel Siqueira,Correia,gabrielcorreia@nomeEmpresa.com,2012-05-11,Promotor de Vendas
80469.0,Bryan Rios,Abreu,riosabreu@nomeEmpresa.com,2013-07-10,Vendedor Interno
80470.0,Isabelly Leão,Oliveira,leaooliveira@nomeEmpresa.com,2015-06-20,Telemarketing
80471.0,Bella Correia,Gomes,correiagomes@nomeEmpresa.com,2015-11-16,Telemarketing
80472.0,Diego Costela,Azevedo,diegoazevedo@nomeEmpresa.com,2016-11-15,Telemarketing
80473.0,Fernando Rezende,Freitas,fernandofreitas@nomeEmpresa.com,2016-03-30,Telemarketing
80474.0,Natália Monteiro,Barros,monteirobarros@nomeEmpresa.com,2005-02-17,Vendedor Interno
80475.0,Asafe Peixoto,Caldeira,peixotocaldeira@nomeEmpresa.com,2010-06-23,Vendedor Interno
80476.0,Gabriel Cassiano,Silveira,gabrielsilveira@nomeEmpresa.com,2014-11-13,Telemarketing
80477.0,Ísis Costa,Monteiro,isismonteiro@nomeEmpresa.com,2013-08-21,Telemarketing
80478.0,Vinícius Rocha,Vasconcelos,rochavasconcelos@nomeEmpresa.com,2021-11-26,Vendedor Interno
80479.0,Davi Souza,Mendonça,davimendonca@nomeEmpresa.com,2014-11-24,Telemarketing
80480.0,da Costa,Pimenta,dapimenta@nomeEmpresa.com,2010-08-23,Vendedor Externo
80481.0,Ayla Correia,Cunha,correiacunha@nomeEmpresa.com,2023-12-21,Telemarketing
80482.0,Miguel Almeida,Viana,miguelviana@nomeEmpresa.com,2023-09-28,Telemarketing
80483.0,Isadora Nogueira,Freitas,nogueirafreitas@nomeEmpresa.com,2023-08-26,Vendedor Interno
80484.0,Heitor Fogaça,Vargas,fogacavargas@nomeEmpresa.com,2004-04-11,Consultor de Vendas
80485.0,Felipe Alves,Novaes,alvesnovaes@nomeEmpresa.com,2018-01-16,Vendedor Externo
80486.0,Henrique Costela,Almeida,henriquealmeida@nomeEmpresa.com,2014-03-04,Vendedor Interno
80487.0,Léo Rodrigues,Cunha,rodriguescunha@nomeEmpresa.com,2009-05-20,Vendedor Externo
80488.0,Melina Moraes,Aragão,melinaaragao@nomeEmpresa.com,2007-07-22,Vendedor Externo
80489.0,Luiz Abreu,Carvalho,luizcarvalho@nomeEmpresa.com,2013-06-01,Consultor de Vendas
80490.0,Matheus Pires,Pires,pirespires@nomeEmpresa.com,2004-02-16,Vendedor Interno
80491.0,Caio Fonseca,Costa,fonsecacosta@nomeEmpresa.com,2018-07-25,Vendedor Interno
80492.0,Ágatha Martins,Camargo,agathacamargo@nomeEmpresa.com,2016-11-07,Vendedor Interno
80493.0,Calebe Rezende,Mata,rezendemata@nomeEmpresa.com,2018-04-10,Vendedor Interno
80494.0,Heloísa Fogaça,Moura,fogacamoura@nomeEmpresa.com,2015-07-20,Vendedor Externo
80495.0,Vinicius da,Novaes,viniciusnovaes@nomeEmpresa.com,2016-03-05,Vendedor Interno
80496.0,Bryan Costela,Paz,bryanpaz@nomeEmpresa.com,2018-04-26,Promotor de Vendas
80497.0,Anthony Fonseca,Pastor,anthonypastor@nomeEmpresa.com,2015-02-27,Telemarketing
80498.0,Miguel Viana,Siqueira,miguelsiqueira@nomeEmpresa.com,2013-11-16,Vendedor Interno
80499.0,Eduarda Nascimento,Mendonça,eduardamendonca@nomeEmpresa.com,2020-02-18,Promotor de Vendas
80500.0,Hugo Pires,Lima,hugolima@nomeEmpresa.com,2020-02-29,Vendedor Externo
80501.0,Clara Câmara,Pereira,clarapereira@nomeEmpresa.com,2022-11-08,Vendedor Interno
80502.0,Allana Oliveira,Guerra,oliveiraguerra@nomeEmpresa.com,2019-04-24,Vendedor Interno
80504.0,Thiago Aragão,Moura,aragaomoura@nomeEmpresa.com,2010-04-08,Vendedor Interno
80505.0,Francisco Freitas,Campos,franciscocampos@nomeEmpresa.com,2018-02-06,Vendedor Interno
80506.0,Asafe Borges,Nogueira,borgesnogueira@nomeEmpresa.com,2016-02-01,Vendedor Externo
80507.0,Júlia da,Rios,juliarios@nomeEmpresa.com,2023-11-29,Vendedor Interno
80508.0,Ana Sampaio,Moreira,sampaiomoreira@nomeEmpresa.com,2009-01-24,Vendedor Externo
80509.0,da Paz,Pacheco,dapacheco@nomeEmpresa.com,2013-08-26,Telemarketing
80510.0,Eduardo Pereira,Martins,pereiramartins@nomeEmpresa.com,2015-03-05,Vendedor Interno
80511.0,Sophia Moraes,Dias,sophiadias@nomeEmpresa.com,2023-09-04,Telemarketing
80512.0,Emilly Marques,Andrade,marquesandrade@nomeEmpresa.com,2011-12-16,Vendedor Interno
80513.0,Pedro Melo,Luz,pedroluz@nomeEmpresa.com,2014-03-24,Promotor de Vendas
80514.0,Diogo Porto,Campos,portocampos@nomeEmpresa.com,2010-12-18,Telemarketing
80515.0,Fernando Monteiro,Silva,monteirosilva@nomeEmpresa.com,2012-08-03,Telemarketing
80516.0,Eloah Carvalho,Marques,carvalhomarques@nomeEmpresa.com,2011-07-18,Vendedor Interno
80517.0,Liam Machado,Nascimento,liamnascimento@nomeEmpresa.com,2023-07-05,Telemarketing
80518.0,Alice Sales,Costela,alicecostela@nomeEmpresa.com,2011-09-10,Telemarketing
80519.0,Cauã Cardoso,Vargas,cardosovargas@nomeEmpresa.com,2023-03-10,Vendedor Interno
80520.0,Nathan Viana,Melo,vianamelo@nomeEmpresa.com,2022-05-06,Telemarketing
80521.0,Otto Ferreira,Fonseca,ferreirafonseca@nomeEmpresa.com,2014-03-06,Vendedor Externo
80522.0,Rafaela Camargo,Leão,camargoleao@nomeEmpresa.com,2021-05-18,Vendedor Interno
80523.0,Vitor Pastor,Vasconcelos,vitorvasconcelos@nomeEmpresa.com,2018-12-04,Telemarketing
80524.0,Kamilly Vasconcelos,Cavalcante,kamillycavalcante@nomeEmpresa.com,2004-10-07,Telemarketing
80525.0,Casa Grande,Vargas,casavargas@nomeEmpresa.com,2019-12-05,Vendedor Externo
80526.0,Rafael Siqueira,Oliveira,siqueiraoliveira@nomeEmpresa.com,2006-11-13,Promotor de Vendas
80527.0,Breno Barros,Lopes,barroslopes@nomeEmpresa.com,2011-12-06,Telemarketing
80528.0,Júlia Jesus,Rocha,juliarocha@nomeEmpresa.com,2020-01-26,Vendedor Interno
80529.0,Mariane Mendonça,Ramos,mendoncaramos@nomeEmpresa.com,2007-05-15,Vendedor Interno
80530.0,Sofia Pastor,Rezende,pastorrezende@nomeEmpresa.com,2023-03-14,Telemarketing
80531.0,Catarina Rocha,Monteiro,rochamonteiro@nomeEmpresa.com,2005-07-22,Vendedor Interno
80532.0,Henrique Alves,Siqueira,henriquesiqueira@nomeEmpresa.com,2019-09-18,Vendedor Interno
80533.0,Hadassa Carvalho,Cavalcanti,carvalhocavalcanti@nomeEmpresa.com,2020-12-20,Vendedor Interno
80534.0,Vinícius Pastor,Pinto,pastorpinto@nomeEmpresa.com,2010-03-20,Telemarketing
80535.0,Mathias Alves,Teixeira,mathiasteixeira@nomeEmpresa.com,2023-07-26,Consultor de Vendas
80536.0,Alícia Rocha,Aparecida,rochaaparecida@nomeEmpresa.com,2010-01-31,Telemarketing
80537.0,Cecília Vieira,Sales,ceciliasales@nomeEmpresa.com,2022-03-15,Vendedor Interno
80538.0,Kevin Pacheco,Siqueira,pachecosiqueira@nomeEmpresa.com,2006-07-13,Telemarketing
